date,signal,action,price,shares,cash_after,ticker,strategy,contribution,shares_before,shares_after,cash_before,equity,short_sma,long_sma,short_window,long_window
2025-03-03,BUY,BUY,236.7789001464844,0.1157081997467813,383.56164383567943,AAPL,Fair DCA,27.397260273972602,,,,,,,,
2025-04-01,BUY,BUY,222.0169219970703,0.12340167599627443,356.1643835617068,AAPL,Fair DCA,27.397260273972602,,,,,,,,
2025-05-01,BUY,BUY,212.1988067626953,0.1291112833853553,328.7671232877342,AAPL,Fair DCA,27.397260273972602,,,,,,,,
2025-06-02,BUY,BUY,200.9029693603516,0.1363706089621365,301.3698630137616,AAPL,Fair DCA,27.397260273972602,,,,,,,,
2025-07-01,BUY,BUY,206.998779296875,0.1323546948780785,273.97260273978895,AAPL,Fair DCA,27.397260273972602,,,,,,,,
2025-08-01,BUY,BUY,201.58029174804688,0.13591239518700646,246.57534246581636,AAPL,Fair DCA,27.397260273972602,,,,,,,,
2025-09-02,BUY,BUY,229.07192993164065,0.11960112390090072,219.17808219184377,AAPL,Fair DCA,27.397260273972602,,,,,,,,
2025-10-01,BUY,BUY,254.72933959960935,0.10755439603869887,191.78082191787118,AAPL,Fair DCA,27.397260273972602,,,,,,,,
2025-11-03,BUY,BUY,268.2909851074219,0.10211770724611909,164.3835616438986,AAPL,Fair DCA,27.397260273972602,,,,,,,,
2025-12-01,BUY,BUY,282.57501220703125,0.09695570765436166,136.986301369926,AAPL,Fair DCA,27.397260273972602,,,,,,,,
2026-01-02,BUY,BUY,270.5074462890625,0.10128098375782257,109.58904109595339,AAPL,Fair DCA,27.397260273972602,,,,,,,,
2026-02-02,BUY,BUY,269.50927734375,0.10165609341539779,82.19178082198079,AAPL,Fair DCA,27.397260273972602,,,,,,,,
2026-03-02,BUY,BUY,264.476318359375,0.10359059912783847,54.79452054800818,AAPL,Fair DCA,27.397260273972602,,,,,,,,
2026-04-01,BUY,BUY,255.3946990966797,0.10727419312489868,27.397260274035578,AAPL,Fair DCA,27.397260273972602,,,,,,,,
2026-05-01,BUY,BUY,279.88214111328125,0.09788856182461339,6.297540267041768e-11,AAPL,Fair DCA,27.397260273972602,,,,,,,,
1996-05-17,BUY,BUY,0.2067417353391647,48369.52724419558,0.0,AAPL,SMA 20/60,,0.0,48369.52724419558,10000.0,10000.0,0.19329398274421689,0.1932706346114476,20.0,60.0
1996-06-17,SELL,SELL,0.1768065690994262,0.0,8552.050161007444,AAPL,SMA 20/60,,48369.52724419558,0.0,0.0,8552.050161007444,0.1886868134140968,0.18978597794969873,20.0,60.0
1996-08-20,BUY,BUY,0.1758702993392944,48627.02908413527,0.0,AAPL,SMA 20/60,,0.0,48627.02908413527,8552.050161007444,8552.050161007444,0.16560374870896338,0.16412258669733998,20.0,60.0
1996-12-18,SELL,SELL,0.1730639338493347,0.0,8415.58494470646,AAPL,SMA 20/60,,48627.02908413527,0.0,0.0,8415.58494470646,0.1821850351989269,0.18254371310273804,20.0,60.0
1997-04-02,BUY,BUY,0.1347091645002365,62472.25254441901,0.0,AAPL,SMA 20/60,,0.0,62472.25254441901,8415.58494470646,8415.58494470646,0.1261730574071407,0.12565864063799376,20.0,60.0
1997-05-19,SELL,SELL,0.127225786447525,0.0,7948.081461112103,AAPL,SMA 20/60,,62472.25254441901,0.0,0.0,7948.081461112103,0.13005545400083063,0.13037503398954867,20.0,60.0
1997-08-04,BUY,BUY,0.1478059142827987,53773.7715008139,0.0,AAPL,SMA 20/60,,0.0,53773.7715008139,7948.081461112103,7948.081461112103,0.122127116844058,0.1210397305587927,20.0,60.0
1997-10-17,SELL,SELL,0.1506130248308181,0.0,8099.030382298822,AAPL,SMA 20/60,,53773.7715008139,0.0,0.0,8099.030382298822,0.1640250645577907,0.16485923131306962,20.0,60.0
1998-01-22,BUY,BUY,0.1440642327070236,56218.18983181915,0.0,AAPL,SMA 20/60,,0.0,56218.18983181915,8099.030382298822,8099.030382298822,0.1259042248129844,0.12544816248118873,20.0,60.0
1998-06-12,SELL,SELL,0.2104834169149398,0.0,11832.99668857402,AAPL,SMA 20/60,,56218.18983181915,0.0,0.0,11832.99668857402,0.20725602656602854,0.20802392562230426,20.0,60.0
1998-07-06,BUY,BUY,0.2273218333721161,52053.938299907655,0.0,AAPL,SMA 20/60,,0.0,52053.938299907655,11832.99668857402,11832.99668857402,0.2111850537359714,0.21094338993231448,20.0,60.0
1998-10-06,SELL,SELL,0.2436933517456054,0.0,12685.198695863437,AAPL,SMA 20/60,,52053.938299907655,0.0,0.0,12685.198695863437,0.2769962444901466,0.27702745695908865,20.0,60.0
1998-11-20,BUY,BUY,0.2642735540866852,48000.25768640674,0.0,AAPL,SMA 20/60,,0.0,48000.25768640674,12685.198695863437,12685.198695863437,0.2715704351663589,0.27150807455182074,20.0,60.0
1998-11-23,SELL,SELL,0.2712900340557098,0.0,13021.99154242813,AAPL,SMA 20/60,,48000.25768640674,0.0,0.0,13021.99154242813,0.27112610936164855,0.27176532819867133,20.0,60.0
1999-01-04,BUY,BUY,0.3087095022201538,42182.02371089179,0.0,AAPL,SMA 20/60,,0.0,42182.02371089179,13021.99154242813,13021.991542428132,0.2693720325827599,0.2693564586341381,20.0,60.0
1999-02-26,SELL,SELL,0.2605319619178772,0.0,10989.765395065053,AAPL,SMA 20/60,,42182.02371089179,0.0,0.0,10989.765395065053,0.2846906423568726,0.2869591583808263,20.0,60.0
1999-04-26,BUY,BUY,0.3063701093196869,35870.87989578514,0.0,AAPL,SMA 20/60,,0.0,35870.87989578514,10989.765395065053,10989.765395065051,0.2714651986956596,0.26983592137694357,20.0,60.0
2000-05-02,SELL,SELL,0.8821589946746826,0.0,31643.819346962104,AAPL,SMA 20/60,,35870.87989578514,0.0,0.0,31643.819346962104,0.9159772485494614,0.9179125130176544,20.0,60.0
2000-07-12,BUY,BUY,0.8812239766120911,35908.94050411375,0.0,AAPL,SMA 20/60,,0.0,35908.94050411375,31643.819346962104,31643.819346962104,0.7821097552776337,0.7806071529785792,20.0,60.0
2000-08-15,SELL,SELL,0.6988048553466797,0.0,25093.341974629737,AAPL,SMA 20/60,,35908.94050411375,0.0,0.0,25093.341974629737,0.7367387652397156,0.7441232820351918,20.0,60.0
2000-08-31,BUY,BUY,0.912095308303833,27511.754249996382,0.0,AAPL,SMA 20/60,,0.0,27511.754249996382,25093.341974629737,25093.341974629737,0.7750351786613464,0.7744348764419555,20.0,60.0
2000-10-03,SELL,SELL,0.3339674770832062,0.0,9188.031157004467,AAPL,SMA 20/60,,27511.754249996382,0.0,0.0,9188.031157004467,0.7751756176352501,0.7854852979381879,20.0,60.0
2001-01-26,BUY,BUY,0.2928056120872497,31379.286385626492,0.0,AAPL,SMA 20/60,,0.0,31379.286385626492,9188.031157004467,9188.031157004467,0.26324468404054635,0.2623013697564602,20.0,60.0
2001-06-06,SELL,SELL,0.3102810680866241,0.0,9736.39849552825,AAPL,SMA 20/60,,31379.286385626492,0.0,0.0,9736.39849552825,0.33538912832736967,0.3370236883560816,20.0,60.0
2001-07-17,BUY,BUY,0.3756892085075378,25916.098400076615,0.0,AAPL,SMA 20/60,,0.0,25916.098400076615,9736.39849552825,9736.39849552825,0.3458214908838272,0.3434666415055593,20.0,60.0
2001-07-25,SELL,SELL,0.2764533460140228,0.0,7164.592118329844,AAPL,SMA 20/60,,25916.098400076615,0.0,0.0,7164.592118329844,0.33345821201801296,0.33559611191352207,20.0,60.0
2001-10-31,BUY,BUY,0.2628327012062073,27259.13512835228,0.0,AAPL,SMA 20/60,,0.0,27259.13512835228,7164.592118329844,7164.592118329844,0.2640604272484779,0.2637436305483182,20.0,60.0
2002-05-15,SELL,SELL,0.3783840239048004,0.0,10314.421238030634,AAPL,SMA 20/60,,27259.13512835228,0.0,0.0,10314.421238030634,0.36020548492670057,0.36089156617720924,20.0,60.0
2002-11-04,BUY,BUY,0.252804547548294,40799.982983139336,0.0,AAPL,SMA 20/60,,0.0,40799.982983139336,10314.421238030634,10314.421238030634,0.224089004099369,0.22230048303802802,20.0,60.0
2002-12-20,SELL,SELL,0.2116434723138809,0.0,8635.050068898861,AAPL,SMA 20/60,,40799.982983139336,0.0,0.0,8635.050068898861,0.225892723351717,0.2266784812013308,20.0,60.0
2003-02-27,BUY,BUY,0.2224200963973999,38823.155860298444,0.0,AAPL,SMA 20/60,,0.0,38823.155860298444,8635.050068898861,8635.050068898861,0.2187382154166698,0.2186583320299784,20.0,60.0
2003-04-11,SELL,SELL,0.1975736021995544,0.0,7670.430752073904,AAPL,SMA 20/60,,38823.155860298444,0.0,0.0,7670.430752073904,0.21682969182729722,0.21715405980745947,20.0,60.0
2003-05-12,BUY,BUY,0.2778010666370392,27611.235784402874,0.0,AAPL,SMA 20/60,,0.0,27611.235784402874,7670.430752073904,7670.430752073904,0.22256999835371966,0.21979089702169097,20.0,60.0
2003-11-19,SELL,SELL,0.3056409358978271,0.0,8439.123946440468,AAPL,SMA 20/60,,27611.235784402874,0.0,0.0,8439.123946440468,0.3352018356323242,0.33602759589751563,20.0,60.0
2004-01-16,BUY,BUY,0.3400662839412689,24816.114813363696,0.0,AAPL,SMA 20/60,,0.0,24816.114813363696,8439.123946440468,8439.123946440468,0.326670303940773,0.32472705394029616,20.0,60.0
2004-05-21,SELL,SELL,0.4057745337486267,0.0,10069.747417845043,AAPL,SMA 20/60,,24816.114813363696,0.0,0.0,10069.747417845043,0.3997427240014076,0.40053600122531247,20.0,60.0
2004-06-01,BUY,BUY,0.4199937582015991,23975.945406816056,0.0,AAPL,SMA 20/60,,0.0,23975.945406816056,10069.747417845043,10069.747417845043,0.4067849963903427,0.405769670009613,20.0,60.0
2005-04-20,SELL,SELL,1.0630067586898804,0.0,25486.59201342506,AAPL,SMA 20/60,,23975.945406816056,0.0,0.0,25486.59201342506,1.217997533082962,1.228981433312098,20.0,60.0
2005-06-17,BUY,BUY,1.146826148033142,22223.58816733966,0.0,AAPL,SMA 20/60,,0.0,22223.58816733966,25486.59201342506,25486.59201342506,1.1474098443984986,1.1460777322451274,20.0,60.0
2005-06-27,SELL,SELL,1.110604763031006,0.0,24681.622870286934,AAPL,SMA 20/60,,22223.58816733966,0.0,0.0,24681.622870286934,1.1319632709026337,1.1339189847310385,20.0,60.0
2005-07-07,BUY,BUY,1.1264705657958984,21910.5794858016,0.0,AAPL,SMA 20/60,,0.0,21910.5794858016,24681.622870286934,24681.622870286934,1.1173997521400452,1.1153590440750123,20.0,60.0
2006-02-14,SELL,SELL,2.0248324871063232,0.0,44365.25315417644,AAPL,SMA 20/60,,21910.5794858016,0.0,0.0,44365.25315417644,2.167459547519684,2.185101542870204,20.0,60.0
2006-04-28,BUY,BUY,2.1071550846099854,21054.5742352837,0.0,AAPL,SMA 20/60,,0.0,21054.5742352837,44365.25315417644,44365.25315417644,1.9993721306324006,1.9913643836975097,20.0,60.0
2006-06-02,SELL,SELL,1.845818042755127,0.0,38862.913006013885,AAPL,SMA 20/60,,21054.5742352837,0.0,0.0,38862.913006013885,1.9600969970226287,1.9632850031057993,20.0,60.0
2006-08-07,BUY,BUY,2.0119595527648926,19315.95143282446,0.0,AAPL,SMA 20/60,,0.0,19315.95143282446,38862.913006013885,38862.913006013885,1.821166640520096,1.8069122791290284,20.0,60.0
2007-02-09,SELL,SELL,2.492723226547241,0.0,48149.320779459995,AAPL,SMA 20/60,,19315.95143282446,0.0,0.0,48149.320779459995,2.612554407119751,2.617813165982564,20.0,60.0
2007-03-13,BUY,BUY,2.646292209625244,18195.01285773678,0.0,AAPL,SMA 20/60,,0.0,18195.01285773678,48149.320779459995,48149.32077945999,2.603948140144348,2.5999417066574098,20.0,60.0
2007-08-28,SELL,SELL,3.796411037445069,0.0,69075.74763956685,AAPL,SMA 20/60,,18195.01285773678,0.0,0.0,69075.74763956685,3.8580631375312806,3.867447551091512,20.0,60.0
2007-09-13,BUY,BUY,4.107141017913818,16818.450435055474,0.0,AAPL,SMA 20/60,,0.0,16818.450435055474,69075.74763956685,69075.74763956685,3.965860605239868,3.948183512687683,20.0,60.0
2008-01-23,SELL,SELL,4.163120269775391,0.0,70017.23191239218,AAPL,SMA 20/60,,16818.450435055474,0.0,0.0,70017.23191239218,5.3396865129470825,5.387328998247782,20.0,60.0
2008-04-04,BUY,BUY,4.582514762878418,15279.215787711333,0.0,AAPL,SMA 20/60,,0.0,15279.215787711333,70017.23191239218,70017.23191239218,4.080797219276429,4.0764366070429485,20.0,60.0
2008-07-03,SELL,SELL,5.092614650726318,0.0,77811.1581721076,AAPL,SMA 20/60,,15279.215787711333,0.0,0.0,77811.1581721076,5.261285924911499,5.268320679664612,20.0,60.0
2008-08-29,BUY,BUY,5.074953079223633,15332.389670883651,0.0,AAPL,SMA 20/60,,0.0,15332.389670883651,77811.1581721076,77811.1581721076,5.142607092857361,5.131450923283895,20.0,60.0
2008-09-11,SELL,SELL,4.569642066955566,0.0,70063.53282702494,AAPL,SMA 20/60,,15332.389670883651,0.0,0.0,70063.53282702494,5.034300351142884,5.0470379114151,20.0,60.0
2009-02-11,BUY,BUY,2.898348331451416,24173.60676311083,0.0,AAPL,SMA 20/60,,0.0,24173.60676311083,70063.53282702494,70063.53282702494,2.720935654640198,2.719089643160502,20.0,60.0
2010-02-09,SELL,SELL,5.8730316162109375,0.0,141972.35679760046,AAPL,SMA 20/60,,24173.60676311083,0.0,0.0,141972.35679760046,6.050248837471008,6.053292536735535,20.0,60.0
2010-03-08,BUY,BUY,6.558252334594727,21647.894828428216,0.0,AAPL,SMA 20/60,,0.0,21647.894828428216,141972.35679760046,141972.35679760046,6.100390934944153,6.094254040718079,20.0,60.0
2010-07-21,SELL,SELL,7.610782146453857,0.0,164757.41146851226,AAPL,SMA 20/60,,21647.894828428216,0.0,0.0,164757.41146851226,7.660445141792297,7.665020394325256,20.0,60.0
2010-08-03,BUY,BUY,7.8409905433654785,21012.321154744786,0.0,AAPL,SMA 20/60,,0.0,21012.321154744786,164757.41146851226,164757.41146851226,7.683944535255432,7.677952567736308,20.0,60.0
2010-08-19,SELL,SELL,7.480268955230713,0.0,157177.813611175,AAPL,SMA 20/60,,21012.321154744786,0.0,0.0,157177.813611175,7.697850179672241,7.701806139945984,20.0,60.0
2010-09-20,BUY,BUY,8.478607177734375,18538.164384350628,0.0,AAPL,SMA 20/60,,0.0,18538.164384350628,157177.813611175,157177.813611175,7.701022410392762,7.670817883809407,20.0,60.0
2011-04-01,SELL,SELL,10.314549446105955,0.0,191212.81318242493,AAPL,SMA 20/60,,18538.164384350628,0.0,0.0,191212.81318242493,10.351460933685303,10.36866405804952,20.0,60.0
2011-05-13,BUY,BUY,10.193013191223145,18759.203936581947,0.0,AAPL,SMA 20/60,,0.0,18759.203936581947,191212.81318242493,191212.81318242493,10.342016220092773,10.329593149820964,20.0,60.0
2011-05-24,SELL,SELL,9.944249153137209,0.0,186546.19785988322,AAPL,SMA 20/60,,18759.203936581947,0.0,0.0,186546.19785988322,10.27906150817871,10.288336944580077,20.0,60.0
2011-07-15,BUY,BUY,10.924036026000977,17076.673622814225,0.0,AAPL,SMA 20/60,,0.0,17076.673622814225,186546.19785988322,186546.19785988322,10.219805240631104,10.205316162109375,20.0,60.0
2011-11-21,SELL,SELL,11.046470642089844,0.0,188636.97383896736,AAPL,SMA 20/60,,17076.673622814225,0.0,0.0,188636.97383896736,11.75761799812317,11.770365476608276,20.0,60.0
2011-12-29,BUY,BUY,12.12743854522705,15554.56027548443,0.0,AAPL,SMA 20/60,,0.0,15554.56027548443,188636.97383896736,188636.97383896736,11.744475841522217,11.735879882176716,20.0,60.0
2012-05-15,SELL,SELL,16.55937385559082,0.0,257573.77876106842,AAPL,SMA 20/60,,15554.56027548443,0.0,0.0,257573.77876106842,17.326713466644286,17.345667775472005,20.0,60.0
2012-07-03,BUY,BUY,17.943588256835938,14354.641617622996,0.0,AAPL,SMA 20/60,,0.0,14354.641617622996,257573.77876106842,257573.77876106842,17.317088413238526,17.291918659210204,20.0,60.0
2012-10-19,SELL,SELL,18.33419418334961,0.0,263180.78684989177,AAPL,SMA 20/60,,14354.641617622996,0.0,0.0,263180.78684989177,19.59245252609253,19.619352086385092,20.0,60.0
2013-05-17,BUY,BUY,13.248377799987791,19865.132986329412,0.0,AAPL,SMA 20/60,,0.0,19865.132986329412,263180.78684989177,263180.78684989177,13.293589639663697,13.236285241444905,20.0,60.0
2013-06-27,SELL,SELL,12.041142463684082,0.0,239198.89634842245,AAPL,SMA 20/60,,19865.132986329412,0.0,0.0,239198.89634842245,13.093589735031127,13.153901052474975,20.0,60.0
2013-08-02,BUY,BUY,14.143712043762209,16912.03098651292,0.0,AAPL,SMA 20/60,,0.0,16912.03098651292,239198.89634842245,239198.89634842245,13.293557453155518,13.238082933425904,20.0,60.0
2014-01-30,SELL,SELL,15.473173141479492,0.0,261682.78362838062,AAPL,SMA 20/60,,16912.03098651292,0.0,0.0,261682.78362838062,16.69633755683899,16.772437969843548,20.0,60.0
2014-03-26,BUY,BUY,16.811603546142578,15565.605202986346,0.0,AAPL,SMA 20/60,,0.0,15565.605202986346,261682.78362838062,261682.78362838062,16.569835948944093,16.564362827936808,20.0,60.0
2015-01-13,SELL,SELL,24.38954734802246,0.0,379638.06509886024,AAPL,SMA 20/60,,15565.605202986346,0.0,0.0,379638.06509886024,24.45227794647217,24.485344250996906,20.0,60.0
2015-02-05,BUY,BUY,26.6451358795166,14247.93128530098,0.0,AAPL,SMA 20/60,,0.0,14247.93128530098,379638.06509886024,379638.06509886024,25.010162353515625,24.97145004272461,20.0,60.0
2015-06-29,SELL,SELL,27.78037643432617,0.0,395812.89451607387,AAPL,SMA 20/60,,14247.93128530098,0.0,0.0,395812.89451607387,28.50740032196045,28.528087743123372,20.0,60.0
2015-10-29,BUY,BUY,27.00975799560547,14654.440612924902,0.0,AAPL,SMA 20/60,,0.0,14654.440612924902,395812.89451607387,395812.89451607387,25.37657985687256,25.307335980733235,20.0,60.0
2015-12-22,SELL,SELL,24.132200241088867,0.0,353643.8952922488,AAPL,SMA 20/60,,14654.440612924902,0.0,0.0,353643.8952922488,25.725896263122557,25.793135293324788,20.0,60.0
2016-03-15,BUY,BUY,23.66351890563965,14944.687504104304,0.0,AAPL,SMA 20/60,,0.0,14944.687504104304,353643.8952922488,353643.8952922488,22.50037612915039,22.48513256708781,20.0,60.0
2016-05-06,SELL,SELL,21.1076774597168,0.0,315447.64357289375,AAPL,SMA 20/60,,14944.687504104304,0.0,0.0,315447.64357289375,23.221640968322752,23.224114608764648,20.0,60.0
2016-07-20,BUY,BUY,22.755857467651367,13862.261354964055,0.0,AAPL,SMA 20/60,,0.0,13862.261354964055,315447.64357289375,315447.64357289375,21.947816467285158,21.90882132848104,20.0,60.0
2016-11-17,SELL,SELL,25.29487609863281,0.0,350644.18342068157,AAPL,SMA 20/60,,13862.261354964055,0.0,0.0,350644.18342068157,25.6242506980896,25.6368688583374,20.0,60.0
2016-12-21,BUY,BUY,26.930587768554688,13020.294485741184,0.0,AAPL,SMA 20/60,,0.0,13020.294485741184,350644.18342068157,350644.18342068157,25.976308059692382,25.953058592478435,20.0,60.0
2017-06-29,SELL,SELL,33.3350715637207,0.0,434032.4484629004,AAPL,SMA 20/60,,13020.294485741184,0.0,0.0,434032.4484629004,34.28039398193359,34.29391282399495,20.0,60.0
2017-08-03,BUY,BUY,36.09366607666016,12025.16938958345,0.0,AAPL,SMA 20/60,,0.0,12025.16938958345,434032.4484629004,434032.4484629004,34.78315773010254,34.74638474782308,20.0,60.0
2017-10-05,SELL,SELL,36.19346618652344,0.0,435232.5616891053,AAPL,SMA 20/60,,12025.16938958345,0.0,0.0,435232.5616891053,36.33590717315674,36.374504470825194,20.0,60.0
2017-11-01,BUY,BUY,38.87206268310547,11196.538893169298,0.0,AAPL,SMA 20/60,,0.0,11196.538893169298,435232.5616891053,435232.5616891053,37.00054397583008,36.91731414794922,20.0,60.0
2018-02-05,SELL,SELL,36.58071899414063,0.0,409577.4429579925,AAPL,SMA 20/60,,11196.538893169298,0.0,0.0,409577.4429579925,40.28063526153564,40.28195521036784,20.0,60.0
2018-03-08,BUY,BUY,41.52969741821289,9862.278524051368,0.0,AAPL,SMA 20/60,,0.0,9862.278524051368,409577.4429579925,409577.44295799255,40.29793529510498,40.24109179178874,20.0,60.0
2018-04-12,SELL,SELL,40.87249755859375,0.0,403095.9548964611,AAPL,SMA 20/60,,9862.278524051368,0.0,0.0,403095.9548964611,40.19865112304687,40.236032740275064,20.0,60.0
2018-04-19,BUY,BUY,40.55799865722656,9938.753593420668,0.0,AAPL,SMA 20/60,,0.0,9938.753593420668,403095.9548964611,403095.9548964611,40.209800720214844,40.20547154744466,20.0,60.0
2018-04-20,SELL,SELL,38.896240234375,0.0,386580.1473999481,AAPL,SMA 20/60,,9938.753593420668,0.0,0.0,386580.1473999481,40.17306842803955,40.1749880472819,20.0,60.0
2018-04-23,BUY,BUY,38.78358840942383,9967.621956972267,0.0,AAPL,SMA 20/60,,0.0,9967.621956972267,386580.1473999481,386580.1473999481,40.17658939361572,40.15474351247152,20.0,60.0
2018-04-24,SELL,SELL,38.24374008178711,0.0,381199.14335596154,AAPL,SMA 20/60,,9967.621956972267,0.0,0.0,381199.14335596154,40.06122875213623,40.12394320170085,20.0,60.0
2018-05-09,BUY,BUY,43.975379943847656,8668.467306995784,0.0,AAPL,SMA 20/60,,0.0,8668.467306995784,381199.14335596154,381199.14335596154,40.697411918640135,40.68094298044841,20.0,60.0
2018-11-01,SELL,SELL,52.54214859008789,0.0,455459.8972924915,AAPL,SMA 20/60,,8668.467306995784,0.0,0.0,455459.8972924915,51.84074039459229,51.96597493489583,20.0,60.0
2019-02-15,BUY,BUY,40.60846710205078,11215.885006146666,0.0,AAPL,SMA 20/60,,0.0,11215.885006146666,455459.8972924915,455459.8972924915,39.15870990753174,38.91983076731364,20.0,60.0
2019-05-30,SELL,SELL,42.64976119995117,0.0,478354.8171582682,AAPL,SMA 20/60,,11215.885006146666,0.0,0.0,478354.8171582682,45.6599853515625,45.97530663808187,20.0,60.0
2019-07-02,BUY,BUY,48.49346923828125,9864.314198841643,0.0,AAPL,SMA 20/60,,0.0,9864.314198841643,478354.8171582682,478354.8171582682,46.77264537811279,46.60955518086751,20.0,60.0
2020-03-10,SELL,SELL,68.88207244873047,0.0,679474.4053016506,AAPL,SMA 20/60,,9864.314198841643,0.0,0.0,679474.4053016506,72.69528732299804,72.98715476989746,20.0,60.0
2020-05-04,BUY,BUY,70.76985931396484,9601.183496595868,0.0,AAPL,SMA 20/60,,0.0,9601.183496595868,679474.4053016506,679474.4053016506,67.292307472229,67.25533650716146,20.0,60.0
2020-10-30,SELL,SELL,105.5913314819336,0.0,1013801.7492079245,AAPL,SMA 20/60,,9601.183496595868,0.0,0.0,1013801.7492079245,113.06400909423829,113.15465812683105,20.0,60.0
2020-11-24,BUY,BUY,111.9045867919922,9059.519169597355,0.0,AAPL,SMA 20/60,,0.0,9059.519169597355,1013801.7492079245,1013801.7492079244,112.65625534057617,112.61737442016602,20.0,60.0
2021-03-03,SELL,SELL,118.7764663696289,0.0,1076057.6739726886,AAPL,SMA 20/60,,9059.519169597355,0.0,0.0,1076057.6739726886,126.72353172302246,126.91180076599122,20.0,60.0
2021-04-22,BUY,BUY,128.3906707763672,8381.120430837083,0.0,AAPL,SMA 20/60,,0.0,8381.120430837083,1076057.6739726886,1076057.6739726886,125.10939598083496,124.52343266805013,20.0,60.0
2021-06-01,SELL,SELL,121.14216613769533,0.0,1015307.0836524985,AAPL,SMA 20/60,,8381.120430837083,0.0,0.0,1015307.0836524985,123.14849853515625,123.5541872660319,20.0,60.0
2021-06-29,BUY,BUY,132.8878936767578,7640.327915213818,0.0,AAPL,SMA 20/60,,0.0,7640.327915213818,1015307.0836524985,1015307.0836524985,126.61295890808105,126.26009203592936,20.0,60.0
2021-10-01,SELL,SELL,139.25665283203125,0.0,1063966.4920118079,AAPL,SMA 20/60,,7640.327915213818,0.0,0.0,1063966.4920118079,144.03622131347657,144.0479377746582,20.0,60.0
2021-11-05,BUY,BUY,147.8969268798828,7193.972954393621,0.0,AAPL,SMA 20/60,,0.0,7193.972954393621,1063966.4920118079,1063966.4920118079,144.41502685546874,144.2295255025228,20.0,60.0
2022-02-09,SELL,SELL,172.5574188232422,0.0,1241373.404094377,AAPL,SMA 20/60,,7193.972954393621,0.0,0.0,1241373.404094377,165.63888702392578,165.78143386840821,20.0,60.0
2022-04-06,BUY,BUY,168.20140075683594,7380.279822336295,0.0,AAPL,SMA 20/60,,0.0,7380.279822336295,1241373.404094377,1241373.404094377,164.59568939208984,164.27512817382814,20.0,60.0
2022-04-29,SELL,SELL,154.3208465576172,0.0,1138931.0300150376,AAPL,SMA 20/60,,7380.279822336295,0.0,0.0,1138931.0300150376,163.29817810058594,163.38628133138022,20.0,60.0
2022-07-25,BUY,BUY,149.94009399414062,7595.907136483087,0.0,AAPL,SMA 20/60,,0.0,7595.907136483087,1138931.0300150376,1138931.0300150376,143.13714599609375,142.76494178771972,20.0,60.0
2022-09-22,SELL,SELL,149.94219970703125,0.0,1138947.0248146108,AAPL,SMA 20/60,,7595.907136483087,0.0,0.0,1138947.0248146108,154.16048736572264,154.31818923950195,20.0,60.0
2022-12-06,BUY,BUY,140.52499389648438,8104.942709718949,0.0,AAPL,SMA 20/60,,0.0,8104.942709718949,1138947.0248146108,1138947.0248146108,144.37514038085936,144.18497568766276,20.0,60.0
2022-12-16,SELL,SELL,132.26513671875,0.0,1072001.355598613,AAPL,SMA 20/60,,8104.942709718949,0.0,0.0,1072001.355598613,142.46554718017578,142.5773785909017,20.0,60.0
2023-02-06,BUY,BUY,149.1977996826172,7185.101642779187,0.0,AAPL,SMA 20/60,,0.0,7185.101642779187,1072001.355598613,1072001.355598613,138.2530487060547,138.07031275431316,20.0,60.0
2023-08-18,SELL,SELL,172.3100128173828,0.0,1238064.9561614802,AAPL,SMA 20/60,,7185.101642779187,0.0,0.0,1238064.9561614802,182.62578430175782,182.94099553426108,20.0,60.0
2023-11-16,BUY,BUY,187.5866241455078,6599.963946262682,0.0,AAPL,SMA 20/60,,0.0,6599.963946262682,1238064.9561614802,1238064.9561614802,175.7131019592285,175.60682881673176,20.0,60.0
2024-01-25,SELL,SELL,191.9967193603516,0.0,1267171.4255790347,AAPL,SMA 20/60,,6599.963946262682,0.0,0.0,1267171.4255790347,186.13703842163085,186.45973256429036,20.0,60.0
2024-05-14,BUY,BUY,185.82032775878903,6819.336941563969,0.0,AAPL,SMA 20/60,,0.0,6819.336941563969,1267171.4255790347,1267171.4255790347,173.23561325073243,172.5460215250651,20.0,60.0
2024-11-26,SELL,SELL,233.56771850585935,0.0,1592776.971163821,AAPL,SMA 20/60,,6819.336941563969,0.0,0.0,1592776.971163821,225.47093353271484,225.49119567871094,20.0,60.0
2024-11-29,BUY,BUY,235.8233184814453,6754.111431474667,0.0,AAPL,SMA 20/60,,0.0,6754.111431474667,1592776.971163821,1592776.971163821,226.30317306518555,225.980024210612,20.0,60.0
2025-01-28,SELL,SELL,236.74740600585935,0.0,1599018.3612761488,AAPL,SMA 20/60,,6754.111431474667,0.0,0.0,1599018.3612761488,235.3463577270508,235.57919743855794,20.0,60.0
2025-07-10,BUY,BUY,211.5706787109375,7557.844834731746,0.0,AAPL,SMA 20/60,,0.0,7557.844834731746,1599018.3612761488,1599018.3612761488,202.895068359375,202.74920908610025,20.0,60.0
2026-01-12,SELL,SELL,259.7673645019531,0.0,1963281.4340329652,AAPL,SMA 20/60,,7557.844834731746,0.0,0.0,1963281.4340329652,269.1778930664062,270.0041847229004,20.0,60.0
